composition_id,biomass_id,source_id,sample_label,measurement_basis,analytical_method,cellulose_pct,hemicellulose_pct,lignin_total_pct,acid_insoluble_lignin_pct,acid_soluble_lignin_pct,glucan_pct,xylan_pct,arabinan_pct,mannan_pct,galactan_pct,extractives_pct,ash_pct,moisture_pct,protein_pct,lipids_pct,starch_pct,pectin_pct,volatile_matter_pct,fixed_carbon_pct,carbon_pct,hydrogen_pct,oxygen_pct,nitrogen_pct,sulfur_pct,chlorine_pct,hhv_value,hhv_unit,lhv_value,lhv_unit,uncertainty_text,n_replicates,country,region,page_table_figure,notes,common_name,scientific_name,biomass_category,residue_type,title,year,doi,evidence_quality,structural_carbohydrates_pct,lignocellulosic_total_pct,pareto_thermochemical
9,2,5,Hassawi rice straw,dry_basis,Van Soest,36.82,22.64,11.47,,,,,,,,29.07,10.27,7.41,,,,,72.48,9.84,41.68,7.28,50.06,0.67,0.31,,16.04,MJ/kg,,,Moisture ±0.11; volatile matter ±0.32; ash ±0.18; fixed carbon ±0.15; hemicellulose ±0.24; cellulose ±0.31; lignin ±0.18; extractives ±0.27; C ±0.18; H ±0.11; N ±0.03; S ±0.02; O ±0.21; heating value ±0.25.,3.0,,,Table 1,Article identifies heating value as higher heating value in abstract.,rice straw,,agricultural_residue,straw,"Assessing Hassawi Rice Straw as a Solid Biofuel: High Heating Rate Combustion Behaviour, Kinetics, and Thermodynamic Analysis",2026.0,10.3390/polym18131642,HIGH,59.46,70.93,True
