molecule_id,preferred_name,descriptor_name,descriptor_value,unit,software,software_version,calculation_date,config_hash,notes
172,ethylcyclohexane,Asphericity,0.3898127652713426,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
172,ethylcyclohexane,Eccentricity,0.9613507414996175,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
172,ethylcyclohexane,InertialShapeFactor,0.006085757733816504,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
172,ethylcyclohexane,SpherocityIndex,0.291132564574137,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
172,ethylcyclohexane,PMI1,132.5397171377242,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
172,ethylcyclohexane,PMI2,388.29207197412086,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
172,ethylcyclohexane,PMI3,481.3908423407753,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
172,ethylcyclohexane,NPR1,0.27532662751382314,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
172,ethylcyclohexane,NPR2,0.8066046086087569,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
173,propylcyclohexane,RadiusOfGyration,2.462117670611553,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
173,propylcyclohexane,Asphericity,0.5486085615633697,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
173,propylcyclohexane,Eccentricity,0.9831038519036596,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
173,propylcyclohexane,InertialShapeFactor,0.006431865726569878,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
173,propylcyclohexane,SpherocityIndex,0.22607009007699602,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
173,propylcyclohexane,PMI1,136.10619973512317,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
173,propylcyclohexane,PMI2,650.917882164921,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
173,propylcyclohexane,PMI3,743.5519643162793,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
173,propylcyclohexane,NPR1,0.18304867213991874,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
173,propylcyclohexane,NPR2,0.875416801250013,,RDKit,2026.03.6,2026-09-17,160c6e9753e3649b,3D on minimum-energy ETKDGv3 conformer after FF optimization
