n,mean_residual,sd_residual,median_abs_residual,shapiro_p,dagostino_p,spearman_absresid_vs_pred,spearman_heteroscedasticity_p
21,-0.017163565410428697,0.8176387847144306,0.4916801516906517,0.10688995319444011,0.018811091580505607,0.24675324675324672,0.2808956712631186
